player_name,display_name,active,notes,id,pitcher,date,rel_speed,horz_break,induced_vert_break,original_pitch_type,new_pitch_type,new_pitcher,modified_at,pitch_key,created_at,PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallZAmb4,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at,PitchSession,Flag,CalibrationId,EffVelocity,PracticeType,Device,HitType,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2026-03-24,18:05:24,1,1,"Seidl, Madden",10928632,Right,KAN_JAY,"Pimentel-Guerrero, Luis",1000372935,Left,SAC_HOR,Undefined,1,Top,0,0,0,FourSeamFastBall,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,92.73828,-2.103019,-2.027825,2306.0045,205.87122,12:45:00,6.16629,0.6529,6.65426,-16.93812,14.50115,6.56945,2.82805,-0.65626,85.19829,-5.337589,-0.832199,0.40356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.99173,8.49697,-0.5188,50,6.01752,4.51266,-134.78705,-5.41047,-7.37395,28.15489,-16.47747,KAN_JAY,SAC_HOR,KansasUniversity,D1,BIG12,20260324-KansasUniversity-1,f0cdc310-27d5-11f1-af26-113a1e426755,93.39995,NA,NA,7.53999,NA,NA,NA,NA,NA,NA,78d17716-1d0e-4eaf-af6d-b0d5a48af6ea,2026-03-24,23:05:24,2026-03-24T23:05:24Z,2026-03-24T23:05:24Z,NA,v3,471329,471257,63200c0a341e4bb0b8805964c17f4ee9,"Soliz, Max",695767,Right,KAN_JAY,de05ca4e-22a6-4f26-b63e-69e1c17932b7,53.84489,-135.58781,14.07744,6.16473,-4.94183,-8.23874,-0.65012,4.72239,-3.68698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2026-03-24,18:05:39,1,2,"Seidl, Madden",10928632,Right,KAN_JAY,"Pimentel-Guerrero, Luis",1000372935,Left,SAC_HOR,Undefined,1,Top,0,0,1,ChangeUp,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,NA,87.41612,-1.872492,-3.095328,1431.573978,267.852155,03:00:00,5.78415,1.11371,6.2366,-34.46459,1.55043,12.39812,1.18163,-0.71125,80.65341,-8.236657,-0.854857,0.43193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.29138,1.62724,-0.88881,50,5.62724,6.38456,-126.93678,-5.28592,-11.93614,25.1797,-29.51021,KAN_JAY,SAC_HOR,KansasUniversity,D1,BIG12,20260324-KansasUniversity-1,f9f29ce0-27d5-11f1-af26-113a1e426755,87.26517,NA,NA,6.76271,NA,NA,NA,NA,NA,NA,78d17716-1d0e-4eaf-af6d-b0d5a48af6ea,2026-03-24,23:05:39,2026-03-24T23:05:39Z,2026-03-24T23:05:39Z,NA,v3,471329,471257,63200c0a341e4bb0b8805964c17f4ee9,"Soliz, Max",695767,Right,KAN_JAY,06a2fdbb-1eb7-4d39-9fa2-f6324733665c,54.26487,-127.77997,12.58985,5.78771,-4.29771,-14.7551,-1.10931,6.78427,-5.96807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2026-03-24,18:05:56,1,3,"Seidl, Madden",10928632,Right,KAN_JAY,"Pimentel-Guerrero, Luis",1000372935,Left,SAC_HOR,Undefined,1,Top,0,1,1,FourSeamFastBall,Four-Seam,InPlay,Undefined,LineDrive,Out,1,0,NA,94.79798,-2.251726,-1.577676,2362.346186,209.385213,01:00:00,6.11555,0.96495,6.5049,-14.60394,15.70839,8.31638,2.83009,0.20964,86.87507,-5.054092,-0.067875,0.396261,92.64197,6.63849,-30.11037,3656.480181,NA,NA,NA,124.04307,86.78422,-35.674616,1.076444,-4.78819,9.13721,-0.85807,50,5.95146,3.45291,-137.7584,-5.81502,-9.21892,30.05146,-14.58169,KAN_JAY,SAC_HOR,KansasUniversity,D1,BIG12,20260324-KansasUniversity-1,04013a70-27d6-11f1-af26-113a1e426755,95.12025,6.09752,NA,7.9229,NA,NA,NA,0.07597,2.66186,-0.11212,78d17716-1d0e-4eaf-af6d-b0d5a48af6ea,2026-03-24,23:05:56,2026-03-24T23:05:56Z,2026-03-24T23:05:56Z,GroundBall,v3,471329,471257,63200c0a341e4bb0b8805964c17f4ee9,"Soliz, Max",695767,Right,KAN_JAY,83301d97-52e2-40bf-a860-997b27fbb97f,53.99465,-138.62708,15.02573,6.11345,-5.39351,-7.29085,-0.96173,3.7194,-4.60946,92.716136,0.29936,113.87575,-19.25478,NA,NA,NA,NA,NA,NA,2.74894,14.59315,-15.99646,NA,NA,NA,NA,NA,NA,-0.04865,-68.55237,1.2515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2026-03-24,18:06:22,2,1,"Seidl, Madden",10928632,Right,KAN_JAY,"Harry, Sam",10150688,Right,SAC_HOR,Undefined,1,Top,1,0,0,Curveball,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,85.07595,-0.083917,-0.654495,2788.305306,17.026419,06:30:00,5.98011,0.73355,5.8247,-42.49258,-4.40248,-1.65382,2.36104,-0.01275,79.33128,-7.836777,-0.951521,0.444199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69331,-1.92882,-0.67907,50,5.94781,1.48024,-123.83876,-1.67155,1.09232,21.35622,-35.213,KAN_JAY,SAC_HOR,KansasUniversity,D1,BIG12,20260324-KansasUniversity-1,13e38b00-27d6-11f1-af26-113a1e426755,84.8549,NA,NA,5.74467,NA,NA,NA,NA,NA,NA,78d17716-1d0e-4eaf-af6d-b0d5a48af6ea,2026-03-24,23:06:22,2026-03-24T23:06:22Z,2026-03-24T23:06:22Z,NA,v3,471329,471257,63200c0a341e4bb0b8805964c17f4ee9,"Soliz, Max",695767,Right,KAN_JAY,954dc044-82a5-4b15-9ba4-264f82797f17,54.67809,-124.64289,10.67811,5.98579,-0.34566,-17.6065,-0.73403,1.43911,0.54616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2026-03-24,18:06:35,2,2,"Seidl, Madden",10928632,Right,KAN_JAY,"Harry, Sam",10150688,Right,SAC_HOR,Undefined,1,Top,1,0,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,86.02674,-0.267228,-2.464404,2787.330327,16.168852,06:30:00,5.97392,0.90182,5.73652,-41.53294,-3.88366,-1.43087,2.26377,-1.51369,79.79303,-7.837772,-2.720521,0.441621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10701,-1.58291,-0.69561,50,5.926,5.43927,-125.02108,-2.0761,0.1709,23.10748,-34.70161,KAN_JAY,SAC_HOR,KansasUniversity,D1,BIG12,20260324-KansasUniversity-1,1b928db0-27d6-11f1-af26-113a1e426755,85.35019,NA,NA,6.23372,NA,NA,NA,NA,NA,NA,78d17716-1d0e-4eaf-af6d-b0d5a48af6ea,2026-03-24,23:06:35,2026-03-24T23:06:35Z,2026-03-24T23:06:35Z,NA,v3,471329,471257,63200c0a341e4bb0b8805964c17f4ee9,"Soliz, Max",695767,Right,KAN_JAY,32ac86e7-ef0e-4752-9e51-c8954547fdc3,54.76528,-125.89876,11.55374,5.97983,-0.75804,-17.3508,-0.90208,5.43278,0.08545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2026-03-24,18:06:50,2,3,"Seidl, Madden",10928632,Right,KAN_JAY,"Harry, Sam",10150688,Right,SAC_HOR,Undefined,1,Top,1,1,1,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,NA,87.69893,-1.058509,-1.480445,2541.232597,137.386715,10:30:00,5.949,1.10338,6.25303,-32.06462,4.12662,-2.6537,2.30036,-0.48332,79.69573,-7.037874,-1.960332,0.432985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91205,2.85213,-0.9922,50,5.8549,3.39655,-127.31386,-3.39045,1.47928,29.02098,-27.54813,KAN_JAY,SAC_HOR,KansasUniversity,D1,BIG12,20260324-KansasUniversity-1,2442d3c0-27d6-11f1-af26-113a1e426755,87.05248,NA,NA,8.0032,NA,NA,NA,NA,NA,NA,78d17716-1d0e-4eaf-af6d-b0d5a48af6ea,2026-03-24,23:06:50,2026-03-24T23:06:50Z,2026-03-24T23:06:50Z,NA,v3,471329,471257,63200c0a341e4bb0b8805964c17f4ee9,"Soliz, Max",695767,Right,KAN_JAY,9a818652-9ac1-49a6-be6e-d639b204c560,54.24477,-128.2778,14.51049,5.95232,-2.47543,-13.77407,-1.1042,3.34741,0.73964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2026-03-24,18:07:05,2,4,"Seidl, Madden",10928632,Right,KAN_JAY,"Harry, Sam",10150688,Right,SAC_HOR,Undefined,1,Top,1,1,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,88.65512,-2.28459,-2.524649,2588.868642,138.870535,10:45:00,5.98721,0.65333,6.2912,-31.25391,4.24882,-2.6315,1.27426,-1.89399,80.60993,-8.097167,-3.000548,0.428847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56713,3.30158,-0.46623,50,5.80401,5.77235,-128.53864,-6.14316,0.93595,30.02393,-26.72543,KAN_JAY,SAC_HOR,KansasUniversity,D1,BIG12,20260324-KansasUniversity-1,2d054240-27d6-11f1-af26-113a1e426755,87.89252,NA,NA,8.04518,NA,NA,NA,NA,NA,NA,78d17716-1d0e-4eaf-af6d-b0d5a48af6ea,2026-03-24,23:07:05,2026-03-24T23:07:05Z,2026-03-24T23:07:05Z,NA,v3,471329,471257,63200c0a341e4bb0b8805964c17f4ee9,"Soliz, Max",695767,Right,KAN_JAY,5d967cb8-526e-4503-8ae5-456c20b4e59e,54.20692,-129.51756,15.01197,5.9901,-5.27178,-13.36272,-0.65394,5.74183,0.46798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2026-03-24,18:07:22,2,5,"Seidl, Madden",10928632,Right,KAN_JAY,"Harry, Sam",10150688,Right,SAC_HOR,Undefined,1,Top,1,2,2,Curveball,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,83.95005,1.064564,-0.153992,2745.985978,55.795832,07:45:00,5.96031,0.98793,5.71627,-43.04514,-3.2237,-6.53178,3.36503,0.30016,77.07221,-6.825748,-1.323686,0.454182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2149200000000002,-1.38847,-0.97138,50,6.02378,0.60817,-121.94854,0.71448,4.84855,23.6447,-34.26802,KAN_JAY,SAC_HOR,KansasUniversity,D1,BIG12,20260324-KansasUniversity-1,3736f830-27d6-11f1-af26-113a1e426755,82.98972,NA,NA,6.87784,NA,NA,NA,NA,NA,NA,78d17716-1d0e-4eaf-af6d-b0d5a48af6ea,2026-03-24,23:07:22,2026-03-24T23:07:22Z,2026-03-24T23:07:22Z,NA,v3,471329,471257,63200c0a341e4bb0b8805964c17f4ee9,"Soliz, Max",695767,Right,KAN_JAY,47697e71-57e3-4329-ad18-9d2e7000ac3d,54.78162,-122.87215,11.82235,5.96972,2.05306,-17.13401,-0.99144,0.41877,2.42428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2026-03-24,18:07:42,2,6,"Seidl, Madden",10928632,Right,KAN_JAY,"Harry, Sam",10150688,Right,SAC_HOR,Undefined,1,Top,1,2,2,FourSeamFastBall,Four-Seam,InPlay,Undefined,LineDrive,Single,0,0,NA,94.00242,-2.088476,-1.616184,2314.253676,202.866491,12:45:00,6.12707,0.61615,6.5514,-15.89619,14.73308,5.83201,2.88568,-0.38026,86.55546,-5.120364,-0.556526,0.398327,104.04922,8.190563,0.979173,1392.477557,109.70584,7.49796,8.03654,162.01602,162.01602,5.444051,1.279939,-3.50421,8.5808700000000009,-0.50694,50,5.97574,3.62759,-136.69452,-5.4323,-6.67221,28.34753,-15.83563,KAN_JAY,SAC_HOR,KansasUniversity,D1,BIG12,20260324-KansasUniversity-1,4380b8b0-27d6-11f1-af26-113a1e426755,94.62688,8.65928,NA,7.44697,NA,NA,NA,1.11923,2.88557,0.38285,78d17716-1d0e-4eaf-af6d-b0d5a48af6ea,2026-03-24,23:07:42,2026-03-24T23:07:42Z,2026-03-24T23:07:42Z,LineDrive,v3,471329,471257,63200c0a341e4bb0b8805964c17f4ee9,"Soliz, Max",695767,Right,KAN_JAY,34396c05-978d-455f-a063-be32d70406bf,53.94952,-137.51112,14.17377,6.12566,-4.97612,-7.91782,-0.6142,3.81979,-3.33611,281.582945,1.11923,151.0266,-24.11564,3.70199,-0.57266,0.03743,0.00617,-0.00284,4.3e-4,2.88557,21.74105,-22.012,3.25348,-0.71988,0.1701,-0.03588,0.0065,-6.9e-4,0.38285,2.58127,11.55761,-4.86546,1.48613,-0.39515,0.09272,-0.01772,0.00184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2026-03-24,18:08:15,3,1,"Seidl, Madden",10928632,Right,KAN_JAY,"Dessens, Erick",10148121,Left,SAC_HOR,Undefined,1,Top,1,0,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,85.63132,-1.198635,-1.7314,1475.385263,227.884674,01:30:00,5.80356,1.26224,6.19969,-27.30541,10.32816,10.11504,2.42096,0.50639,78.49958,-6.308435,0.09533,0.441529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.71189,6.05004,-1.13691,50,5.69966,3.36609,-124.40913,-3.43655,-8.95275,24.94031,-22.69126,KAN_JAY,SAC_HOR,KansasUniversity,D1,BIG12,20260324-KansasUniversity-1,57228240-27d6-11f1-af26-113a1e426755,85.36802,NA,NA,7.13174,NA,NA,NA,NA,NA,NA,78d17716-1d0e-4eaf-af6d-b0d5a48af6ea,2026-03-24,23:08:15,2026-03-24T23:08:15Z,2026-03-24T23:08:15Z,NA,v3,471329,471257,63200c0a341e4bb0b8805964c17f4ee9,"Soliz, Max",695767,Right,KAN_JAY,ce2315e7-7924-44b6-84ff-e4263e88f565,54.29924,-125.26804,12.47015,5.80455,-2.6551,-11.34563,-1.25814,3.67441,-4.47637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
