player_name,display_name,active,notes,id,pitcher,date,rel_speed,horz_break,induced_vert_break,original_pitch_type,new_pitch_type,new_pitcher,modified_at,pitch_key,created_at,PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallZAmb4,session_id,play_id,camera_slot,camera_name,camera_target,video_type,azure_blob,azure_md5,cloudinary_url,cloudinary_public_id,uploaded_at,PitchSession,Flag,CalibrationId,EffVelocity,PracticeType,Device,HitType,BatSpeed,VerticalAttackAngle,HorizontalAttackAngle
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2026-03-24,15:02:44,1,1,"Young, Joey",1000113854,Right,XAV_MUS,"Smith, Jackson",1000362084,Left,CIN_BEA,Undefined,1,Top,0,0,0,Fastball,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,NA,88.13294,0.249256,-0.782862,2338.867094,164.059023,11:30:00,5.66106,1.70733,6.15881,-21.08985,14.91414,-3.90012,4.13386,0.65906,79.55068,-3.773349,-1.486183,0.431864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75059,7.98619,-1.64609,50,5.66917,1.91075,-127.90433,-0.05138,2.86305,29.51768,-19.11289,XAV_MUS,CIN_BEA,HaydenField,D1,BEAST,20260324-HaydenField-1,0ad82510-27b4-11f1-b92e-0f0b5b1523ba,87.27858,NA,NA,8.58226,NA,NA,NA,NA,NA,NA,e4ac235a-cef2-4a6b-aa04-2da963bf2b7a,2026-03-24,19:02:44,2026-03-24T19:02:44Z,2026-03-24T19:02:44Z,NA,v3,471497,471270,d228f77d529846009fd5d33568678d70,"Fitz, Jonathan",812192,Right,XAV_MUS,664c0ef3-2dfd-45dc-b481-04d1d4f62388,54.33541,-128.90098,14.75884,5.66001,0.59394,-9.55644,-1.70897,1.81408,1.43153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2026-03-24,15:03:03,1,2,"Young, Joey",1000113854,Right,XAV_MUS,"Smith, Jackson",1000362084,Left,CIN_BEA,Undefined,1,Top,0,1,0,Fastball,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,NA,87.40634,-0.220872,-0.956245,2276.151996,161.379913,11:30:00,5.58824,1.67084,6.51055,-22.06958,14.04532,-4.30642,3.54639,0.43436,78.98344,-4.44366,-1.73809,0.432529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93949,7.7954,-1.6025,50,5.56317,2.28707,-126.93485,-1.0878,3.12171,29.25379,-19.62704,XAV_MUS,CIN_BEA,HaydenField,D1,BEAST,20260324-HaydenField-1,15ced8b0-27b4-11f1-b92e-0f0b5b1523ba,87.1444,NA,NA,8.4229,NA,NA,NA,NA,NA,NA,e4ac235a-cef2-4a6b-aa04-2da963bf2b7a,2026-03-24,19:03:03,2026-03-24T19:03:03Z,2026-03-24T19:03:03Z,NA,v3,471497,471270,d228f77d529846009fd5d33568678d70,"Fitz, Jonathan",812192,Right,XAV_MUS,c3dcf162-4294-4852-bcf3-f9a2f2c2bd67,53.98458,-127.84985,14.62689,5.58759,-0.4739,-9.81352,-1.67251,2.18943,1.56085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2026-03-24,15:03:21,1,3,"Young, Joey",1000113854,Right,XAV_MUS,"Smith, Jackson",1000362084,Left,CIN_BEA,Undefined,1,Top,0,2,0,Fastball,Cutter,HitByPitch,Undefined,Undefined,Undefined,0,0,NA,88.37613,-0.65251,-2.449628,2291.625892,163.428629,11:30:00,5.64269,1.486,6.26663,-20.12379,15.53383,-4.25626,3.36356,-1.12846,80.01348,-4.492414,-3.217494,0.429781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43984,8.62697,-1.30268,50,5.5845,5.65692,-128.21225,-2.02509,2.36903,29.36645,-17.97984,XAV_MUS,CIN_BEA,HaydenField,D1,BEAST,20260324-HaydenField-1,2086fcb0-27b4-11f1-b92e-0f0b5b1523ba,87.70141,NA,NA,8.36265,NA,NA,NA,NA,NA,NA,e4ac235a-cef2-4a6b-aa04-2da963bf2b7a,2026-03-24,19:03:21,2026-03-24T19:03:21Z,2026-03-24T19:03:21Z,NA,v3,471497,471270,d228f77d529846009fd5d33568678d70,"Fitz, Jonathan",812192,Right,XAV_MUS,76287337-d692-47c2-9b91-ee68b41bae38,54.22914,-129.17728,14.68323,5.64134,-1.43424,-8.98992,-1.4873,5.57907,1.18451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2026-03-24,15:03:54,2,1,"Young, Joey",1000113854,Right,XAV_MUS,"Pitts, Derrick",815522,Right,CIN_BEA,Undefined,1,Top,0,0,0,Cutter,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,NA,84.46874,0.258603,-0.682496,2290.295293,108.141991,09:30:00,5.51518,1.60597,5.94186,-35.43077,4.11662,-8.33701,2.80252,0.27811,76.47742,-6.327861,-2.181043,0.452616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05051,2.44177,-1.54696,50,5.51608,1.79613,-122.58462,-0.61124,6.07548,27.45755,-28.51157,XAV_MUS,CIN_BEA,HaydenField,D1,BEAST,20260324-HaydenField-1,346b2670-27b4-11f1-b92e-0f0b5b1523ba,83.27678,NA,NA,7.99132,NA,NA,NA,NA,NA,NA,e4ac235a-cef2-4a6b-aa04-2da963bf2b7a,2026-03-24,19:03:54,2026-03-24T19:03:54Z,2026-03-24T19:03:54Z,NA,v3,471497,471270,d228f77d529846009fd5d33568678d70,"Fitz, Jonathan",812192,Right,XAV_MUS,9151d049-774d-4fc5-be1f-f8272e3de8d1,54.55476,-123.60062,13.72877,5.51918,0.44377,-14.25578,-1.60926,1.57132,3.03774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2026-03-24,15:04:10,2,2,"Young, Joey",1000113854,Right,XAV_MUS,"Pitts, Derrick",815522,Right,CIN_BEA,Undefined,1,Top,0,0,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Single,0,0,NA,90.03676,-1.984235,-1.982792,2288.126747,180.646694,12:00:00,5.59079,1.70212,6.60099,-21.33245,12.95741,0.1315,1.99352,-0.10407,80.79277,-6.071306,-1.958882,0.421458,105.30051,12.412715,0.952396,753.886677,109.8921,16.82296,4.86692,233.07643,233.07643,4.001728,2.016287,-0.75776,7.87745,-1.56698,50,5.44657,4.51461,-130.55331,-5.1112,-1.27701,33.51853,-18.89856,XAV_MUS,CIN_BEA,HaydenField,D1,BEAST,20260324-HaydenField-1,3e099d10-27b4-11f1-b92e-0f0b5b1523ba,89.43347,17.08415,NA,9.24399,NA,NA,NA,0.95464,1.95372,0.09216,e4ac235a-cef2-4a6b-aa04-2da963bf2b7a,2026-03-24,19:04:10,2026-03-24T19:04:10Z,2026-03-24T19:04:10Z,LineDrive,v3,471497,471270,d228f77d529846009fd5d33568678d70,"Fitz, Jonathan",812192,Right,XAV_MUS,f626be4b-9dec-4e9e-9b64-09a58cdbf63e,53.8944,-131.54937,16.75927,5.59011,-4.5496,-9.44928,-1.7017,4.55255,-0.6385,252.483897,0.95464,150.80965,-24.90024,5.10035,-1.12476,0.23385,-0.04568,0.00661,-4.8e-4,1.95372,33.19719,-19.65546,1.83,-0.34127,0.06672,-0.0113,0.00174,-1.5e-4,0.09216,2.50675,5.64692,-2.40887,0.74508,-0.19609,0.04292,-0.00655,4.9e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2026-03-24,15:04:50,3,1,"Young, Joey",1000113854,Right,XAV_MUS,"Coats, Quinton",832431,Right,CIN_BEA,Undefined,1,Top,0,0,0,Cutter,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,84.90867,-0.306678,0.228912,2297.80983,99.952413,09:15:00,5.54681,1.50885,6.15921,-35.45994,3.29807,-11.14131,2.3085,0.79188,77.05145,-6.911317,-1.783406,0.448077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.82406,2.2087,-1.52073,50,5.50568,-0.05474,-123.30318,-1.79626,8.84693,27.56342,-28.81893,XAV_MUS,CIN_BEA,HaydenField,D1,BEAST,20260324-HaydenField-1,559bb3a0-27b4-11f1-b92e-0f0b5b1523ba,84.12054,NA,NA,7.85723,NA,NA,NA,NA,NA,NA,e4ac235a-cef2-4a6b-aa04-2da963bf2b7a,2026-03-24,19:04:50,2026-03-24T19:04:50Z,2026-03-24T19:04:50Z,NA,v3,471497,471270,d228f77d529846009fd5d33568678d70,"Fitz, Jonathan",812192,Right,XAV_MUS,74e4ee2c-b5d8-48f7-bc27-4b9c04ebcfe2,54.33802,-124.26912,13.78171,5.55094,-0.78632,-14.40947,-1.51338,-0.36478,4.42347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2026-03-24,15:05:08,3,2,"Young, Joey",1000113854,Right,XAV_MUS,"Coats, Quinton",832431,Right,CIN_BEA,Undefined,1,Top,0,0,1,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,83.56575,0.681889,-2.207112,2399.154617,74.287961,08:30:00,5.50421,1.69089,5.97843,-41.78112,-1.29138,-9.65489,2.65503,-1.16061,75.66086,-7.045259,-3.941373,0.457977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20638,-0.41787,-1.51126,50,5.53554,5.05838,-121.1816,0.04695,6.15168,27.3267,-32.78515,XAV_MUS,CIN_BEA,HaydenField,D1,BEAST,20260324-HaydenField-1,60aaf850-27b4-11f1-b92e-0f0b5b1523ba,82.30198,NA,NA,7.90489,NA,NA,NA,NA,NA,NA,e4ac235a-cef2-4a6b-aa04-2da963bf2b7a,2026-03-24,19:05:08,2026-03-24T19:05:08Z,2026-03-24T19:05:08Z,NA,v3,471497,471270,d228f77d529846009fd5d33568678d70,"Fitz, Jonathan",812192,Right,XAV_MUS,ed990cb7-345f-45dd-914c-44f04d073963,54.51815,-122.1962,13.66335,5.5112,1.26422,-16.39258,-1.69483,4.82997,3.07584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2026-03-24,15:05:27,3,3,"Young, Joey",1000113854,Right,XAV_MUS,"Coats, Quinton",832431,Right,CIN_BEA,Undefined,1,Top,0,1,1,Cutter,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,NA,82.78787,0.00147,-0.974413,2410.538625,99.506178,09:15:00,5.4031,2.17961,6.09276,-37.78679,2.89776,-9.29422,2.25556,0.50371,75.53844,-7.009436,-2.650032,0.459078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.53642,1.85528,-2.09957,50,5.38324,2.39413,-120.27253,-1.18486,6.5873100000000004,25.21278,-29.47999,XAV_MUS,CIN_BEA,HaydenField,D1,BEAST,20260324-HaydenField-1,6b9a8000-27b4-11f1-b92e-0f0b5b1523ba,82.10474,NA,NA,7.24943,NA,NA,NA,NA,NA,NA,e4ac235a-cef2-4a6b-aa04-2da963bf2b7a,2026-03-24,19:05:27,2026-03-24T19:05:27Z,2026-03-24T19:05:27Z,NA,v3,471497,471270,d228f77d529846009fd5d33568678d70,"Fitz, Jonathan",812192,Right,XAV_MUS,1511e138-4a05-4817-9650-12ca3784d8da,54.40634,-121.19271,12.60639,5.40685,-0.10894,-14.74,-2.18256,2.15371,3.29365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2026-03-24,15:05:50,3,4,"Young, Joey",1000113854,Right,XAV_MUS,"Coats, Quinton",832431,Right,CIN_BEA,Undefined,1,Top,0,1,2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,NA,76.44732,1.87318,-0.499125,2201.892712,43.976705,07:30:00,5.64141,1.58871,6.15033,-60.4561,-12.02831,-13.35867,2.33484,0.0143,68.91049,-9.299779,-2.913171,0.500863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.715,-6.34729,-1.54412,50,5.75358,1.44427,-110.91714,1.77803,8.14005,24.81706,-39.86834,XAV_MUS,CIN_BEA,HaydenField,D1,BEAST,20260324-HaydenField-1,79be57b0-27b4-11f1-b92e-0f0b5b1523ba,75.25504,NA,NA,7.53683,NA,NA,NA,NA,NA,NA,e4ac235a-cef2-4a6b-aa04-2da963bf2b7a,2026-03-24,19:05:50,2026-03-24T19:05:50Z,2026-03-24T19:05:50Z,NA,v3,471497,471270,d228f77d529846009fd5d33568678d70,"Fitz, Jonathan",812192,Right,XAV_MUS,17e7c5c5-ca80-4666-b93c-87446fb7193b,54.34939,-111.88606,12.40853,5.65378,3.33459,-19.93417,-1.59431,1.12647,4.07003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2026-03-24,15:06:47,4,1,"Young, Joey",1000113854,Right,XAV_MUS,"Natili, Jack",814385,Right,CIN_BEA,Undefined,1,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,90.12803,-1.720833,-1.515733,2391.842724,194.591211,12:30:00,5.64922,1.513,6.34672,-20.82505,13.38013,3.16894,2.32869,0.38147,81.55751,-5.683201,-0.942035,0.420937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.13091,7.86811,-1.40436,50,5.51443,3.33293,-130.79554,-4.53612,-3.64269,30.98224,-18.72376,XAV_MUS,CIN_BEA,HaydenField,D1,BEAST,20260324-HaydenField-1,9b3f75e0-27b4-11f1-b92e-0f0b5b1523ba,89.54411,NA,NA,8.57052,NA,NA,NA,NA,NA,NA,e4ac235a-cef2-4a6b-aa04-2da963bf2b7a,2026-03-24,19:06:47,2026-03-24T19:06:47Z,2026-03-24T19:06:47Z,NA,v3,471497,471270,d228f77d529846009fd5d33568678d70,"Fitz, Jonathan",812192,Right,XAV_MUS,ad330dcd-5a57-4288-bb24-7811741cba72,54.14974,-131.77484,15.49112,5.64845,-3.94429,-9.36188,-1.51153,3.44807,-1.82135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,High,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
